,order_id,product_id,store_id,product_name,product_category,city,date_of_sale,quantity_sold,sales_amount,month,year
288,289,14,1,ClassCast,Educational Tools,Tokyo,2022-05-25,8,352.36,5,2022
289,290,25,3,LogicLantern,Software Development Tools,Yokohama,2022-05-25,9,78.34,5,2022
290,291,4,2,ByteBreeze,Creative & Design Tools,Osaka,2022-05-26,2,143.46,5,2022
291,292,75,2,VarVoyager,Educational Tools,Osaka,2022-05-26,2,269.5,5,2022
292,293,42,1,FlowFlare,Technology & Gadgets,Tokyo,2022-05-27,6,42.99,5,2022
293,294,37,1,DataDream,Data Analysis & Management,Tokyo,2022-05-27,6,416.47,5,2022
294,295,87,1,DevDynamo Plus,Software Development Tools,Tokyo,2022-05-28,6,77.13,5,2022
295,296,57,3,ByteBliss,Creative & Design Tools,Yokohama,2022-05-28,6,368.69,5,2022
296,297,10,1,CircuitScribe,Creative & Design Tools,Tokyo,2022-05-29,1,215.19,5,2022
297,298,98,1,CodeCruise Plus,Software Development Tools,Tokyo,2022-05-29,9,252.17,5,2022
298,299,65,3,SyntaxSeeker,Software Development Tools,Yokohama,2022-05-30,5,305.5,5,2022
299,300,92,2,EchoElite Pro,Technology & Gadgets,Osaka,2022-05-30,2,91.53,5,2022
300,301,11,1,FunctionFusion,Software Development Tools,Tokyo,2022-05-31,7,309.05,5,2022
301,302,26,1,AlgoAria,Technology & Gadgets,Tokyo,2022-05-31,5,420.07,5,2022
302,303,54,2,CircuitCanvas,Creative & Design Tools,Osaka,2022-06-01,7,335.14,6,2022
303,304,22,1,EchoEngine,Technology & Gadgets,Tokyo,2022-06-01,8,115.36,6,2022
304,305,36,3,ModuleMajesty,Technology & Gadgets,Yokohama,2022-06-02,4,89.44,6,2022
305,306,81,2,EchoEngine Pro,Technology & Gadgets,Osaka,2022-06-02,2,315.38,6,2022
306,307,17,1,DataDrift,Data Analysis & Management,Tokyo,2022-06-03,9,355.34,6,2022
307,308,66,1,ModuleMuse Pro,Creative & Design Tools,Tokyo,2022-06-03,9,46.89,6,2022
308,309,42,1,FlowFlare,Technology & Gadgets,Tokyo,2022-06-04,7,47.28,6,2022
309,310,44,3,SyntaxStar,Software Development Tools,Yokohama,2022-06-04,6,299.17,6,2022
310,311,74,1,DataDive,Data Analysis & Management,Tokyo,2022-06-05,7,265.41,6,2022
311,312,19,1,MethodMingle,Educational Tools,Tokyo,2022-06-05,1,77.1,6,2022
312,313,12,2,BitBard,Software Development Tools,Osaka,2022-06-06,8,381.53,6,2022
313,314,95,1,LambdaLegend,Educational Tools,Tokyo,2022-06-06,1,332.74,6,2022
314,315,89,3,StringStream Pro,Software Development Tools,Yokohama,2022-06-07,9,472.46,6,2022
315,316,80,2,FlowFleet,Technology & Gadgets,Osaka,2022-06-07,8,132.37,6,2022
316,317,47,2,PixelPulse Pro,Creative & Design Tools,Osaka,2022-06-08,7,499.54,6,2022
317,318,26,1,AlgoAria,Technology & Gadgets,Tokyo,2022-06-08,6,458.47,6,2022
318,319,14,3,ClassCast,Educational Tools,Yokohama,2022-06-09,5,368.12,6,2022
319,320,48,2,DataDynamo,Data Analysis & Management,Osaka,2022-06-09,7,399.62,6,2022
320,321,95,2,LambdaLegend,Educational Tools,Osaka,2022-06-10,4,423.72,6,2022
321,322,18,3,PixelPulse,Creative & Design Tools,Yokohama,2022-06-10,7,28.22,6,2022
322,323,43,2,VarVista,Educational Tools,Osaka,2022-06-11,7,208.19,6,2022
323,324,31,3,BitBliss,Creative & Design Tools,Yokohama,2022-06-11,2,443.54,6,2022
324,325,39,3,BitBreeze,Creative & Design Tools,Yokohama,2022-06-12,8,274.32,6,2022
325,326,93,2,DataDream Pro,Data Analysis & Management,Osaka,2022-06-12,9,371.47,6,2022
326,327,42,2,FlowFlare,Technology & Gadgets,Osaka,2022-06-13,7,100.93,6,2022
327,328,33,1,BinaryBard,Software Development Tools,Tokyo,2022-06-13,2,22.04,6,2022
328,329,18,3,PixelPulse,Creative & Design Tools,Yokohama,2022-06-14,7,14.74,6,2022
329,330,29,2,PixelPioneer,Creative & Design Tools,Osaka,2022-06-14,1,206.94,6,2022
330,331,57,3,ByteBliss,Creative & Design Tools,Yokohama,2022-06-15,9,386.37,6,2022
331,332,25,3,LogicLantern,Software Development Tools,Yokohama,2022-06-15,7,266.0,6,2022
332,333,14,2,ClassCast,Educational Tools,Osaka,2022-06-16,2,155.21,6,2022
333,334,65,2,SyntaxSeeker,Software Development Tools,Osaka,2022-06-16,1,64.2,6,2022
334,335,62,1,MethodMingle Pro,Educational Tools,Tokyo,2022-06-17,9,145.89,6,2022
335,336,53,2,BinaryBlaze,Technology & Gadgets,Osaka,2022-06-17,9,63.7,6,2022
336,337,88,3,VarVista Pro,Educational Tools,Yokohama,2022-06-18,5,395.22,6,2022
337,338,43,2,VarVista,Educational Tools,Osaka,2022-06-18,7,440.66,6,2022
338,339,52,3,CodeComet,Software Development Tools,Yokohama,2022-06-19,8,471.81,6,2022
339,340,46,3,AlgoAtlas,Data Analysis & Management,Yokohama,2022-06-19,2,91.9,6,2022
340,341,63,2,ClassCraft,Educational Tools,Osaka,2022-06-20,5,416.91,6,2022
341,342,74,3,DataDive,Data Analysis & Management,Yokohama,2022-06-20,2,198.21,6,2022
342,343,5,1,SyntaxSage,Software Development Tools,Tokyo,2022-06-21,6,484.73,6,2022
343,344,41,1,CodeCraft,Software Development Tools,Tokyo,2022-06-21,3,414.74,6,2022
344,345,49,1,StringSage,Software Development Tools,Tokyo,2022-06-22,3,302.62,6,2022
345,346,61,3,ScriptSage,Software Development Tools,Yokohama,2022-06-22,3,381.45,6,2022
346,347,99,2,PixelPioneer Pro,Creative & Design Tools,Osaka,2022-06-23,8,376.38,6,2022
347,348,62,1,MethodMingle Pro,Educational Tools,Tokyo,2022-06-23,8,449.63,6,2022
348,349,98,3,CodeCruise Plus,Software Development Tools,Yokohama,2022-06-24,9,201.67,6,2022
349,350,89,1,StringStream Pro,Software Development Tools,Tokyo,2022-06-24,4,294.2,6,2022
350,351,98,2,CodeCruise Plus,Software Development Tools,Osaka,2022-06-25,9,171.25,6,2022
351,352,92,1,EchoElite Pro,Technology & Gadgets,Tokyo,2022-06-25,9,31.82,6,2022
352,353,79,2,ClassCruise,Educational Tools,Osaka,2022-06-26,8,350.83,6,2022
353,354,25,1,LogicLantern,Software Development Tools,Tokyo,2022-06-26,2,210.14,6,2022
354,355,48,2,DataDynamo,Data Analysis & Management,Osaka,2022-06-27,2,49.78,6,2022
355,356,60,1,LoopLantern,Creative & Design Tools,Tokyo,2022-06-27,5,495.68,6,2022
356,357,40,1,LambdaLark,Educational Tools,Tokyo,2022-06-28,3,413.99,6,2022
357,358,56,2,LambdaLyric,Educational Tools,Osaka,2022-06-28,8,287.17,6,2022
358,359,33,2,BinaryBard,Software Development Tools,Osaka,2022-06-29,8,400.65,6,2022
359,360,40,1,LambdaLark,Educational Tools,Tokyo,2022-06-29,9,173.68,6,2022
360,361,45,1,EchoElite,Technology & Gadgets,Tokyo,2022-06-30,5,343.2,6,2022
361,362,63,3,ClassCraft,Educational Tools,Yokohama,2022-06-30,6,102.77,6,2022
362,363,5,3,SyntaxSage,Software Development Tools,Yokohama,2022-07-01,9,24.41,7,2022
363,364,23,2,BinaryBloom,Creative & Design Tools,Osaka,2022-07-01,5,374.24,7,2022
364,365,77,1,PixelPilot Plus,Creative & Design Tools,Tokyo,2022-07-02,7,104.68,7,2022
365,366,31,2,BitBliss,Creative & Design Tools,Osaka,2022-07-02,4,282.49,7,2022
366,367,95,2,LambdaLegend,Educational Tools,Osaka,2022-07-03,8,411.05,7,2022
367,368,13,2,ModuleMuse,Creative & Design Tools,Osaka,2022-07-03,1,284.28,7,2022
368,369,96,2,FunctionFleet Pro,Software Development Tools,Osaka,2022-07-04,5,60.3,7,2022
369,370,70,3,CodeCove,Software Development Tools,Yokohama,2022-07-04,7,275.19,7,2022
370,371,17,2,DataDrift,Data Analysis & Management,Osaka,2022-07-05,1,295.22,7,2022
371,372,68,2,FunctionFusion Pro,Software Development Tools,Osaka,2022-07-05,4,157.49,7,2022
372,373,65,2,SyntaxSeeker,Software Development Tools,Osaka,2022-07-06,8,32.49,7,2022
373,374,50,2,MethodMajesty,Educational Tools,Osaka,2022-07-06,4,327.25,7,2022
374,375,33,2,BinaryBard,Software Development Tools,Osaka,2022-07-07,3,133.76,7,2022
375,376,52,1,CodeComet,Software Development Tools,Tokyo,2022-07-07,7,42.23,7,2022
376,377,29,1,PixelPioneer,Creative & Design Tools,Tokyo,2022-07-08,3,231.17,7,2022
377,378,87,2,DevDynamo Plus,Software Development Tools,Osaka,2022-07-08,2,144.1,7,2022
378,379,39,3,BitBreeze,Creative & Design Tools,Yokohama,2022-07-09,7,414.6,7,2022
379,380,75,2,VarVoyager,Educational Tools,Osaka,2022-07-09,4,330.65,7,2022
380,381,56,1,LambdaLyric,Educational Tools,Tokyo,2022-07-10,5,455.55,7,2022
381,382,27,3,ScriptSeeker,Software Development Tools,Yokohama,2022-07-10,1,481.85,7,2022
382,383,59,2,AlgoAurora,Creative & Design Tools,Osaka,2022-07-11,3,144.39,7,2022
383,384,3,3,AlgoCraft,Creative & Design Tools,Yokohama,2022-07-11,1,167.18,7,2022
384,385,64,1,LogicLark,Software Development Tools,Tokyo,2022-07-12,9,360.24,7,2022
385,386,38,3,CircuitCruise,Technology & Gadgets,Yokohama,2022-07-12,2,114.46,7,2022
386,387,18,3,PixelPulse,Creative & Design Tools,Yokohama,2022-07-13,8,88.08,7,2022
387,388,89,1,StringStream Pro,Software Development Tools,Tokyo,2022-07-13,5,85.35,7,2022
388,389,3,1,AlgoCraft,Creative & Design Tools,Tokyo,2022-07-14,5,456.68,7,2022
389,390,27,2,ScriptSeeker,Software Development Tools,Osaka,2022-07-14,2,382.82,7,2022
390,391,3,2,AlgoCraft,Creative & Design Tools,Osaka,2022-07-15,9,10.69,7,2022
391,392,71,1,StringStar,Software Development Tools,Tokyo,2022-07-15,4,220.84,7,2022
392,393,38,1,CircuitCruise,Technology & Gadgets,Tokyo,2022-07-16,6,295.12,7,2022
393,394,2,3,ScriptSprint,Software Development Tools,Yokohama,2022-07-16,1,15.78,7,2022
394,395,18,2,PixelPulse,Creative & Design Tools,Osaka,2022-07-17,2,245.15,7,2022
395,396,95,2,LambdaLegend,Educational Tools,Osaka,2022-07-17,9,431.35,7,2022
396,397,41,3,CodeCraft,Software Development Tools,Yokohama,2022-07-18,6,377.01,7,2022
397,398,41,1,CodeCraft,Software Development Tools,Tokyo,2022-07-18,9,289.7,7,2022
398,399,33,2,BinaryBard,Software Development Tools,Osaka,2022-07-19,8,14.88,7,2022
399,400,79,2,ClassCruise,Educational Tools,Osaka,2022-07-19,6,113.11,7,2022
400,401,77,2,PixelPilot Plus,Creative & Design Tools,Osaka,2022-07-20,1,413.91,7,2022
401,402,97,2,AlgoAria Pro,Technology & Gadgets,Osaka,2022-07-20,1,53.12,7,2022
402,403,90,2,ModuleMagic,Technology & Gadgets,Osaka,2022-07-21,2,412.41,7,2022
403,404,26,2,AlgoAria,Technology & Gadgets,Osaka,2022-07-21,7,75.09,7,2022
404,405,44,1,SyntaxStar,Software Development Tools,Tokyo,2022-07-22,8,321.79,7,2022
405,406,67,3,EchoEssence,Technology & Gadgets,Yokohama,2022-07-22,6,301.39,7,2022
406,407,73,3,DevDrift,Software Development Tools,Yokohama,2022-07-23,9,357.37,7,2022
407,408,8,2,FlowForge,Technology & Gadgets,Osaka,2022-07-23,4,176.34,7,2022
408,409,6,2,PixelPilot,Creative & Design Tools,Osaka,2022-07-24,6,231.62,7,2022
409,410,7,3,LogicLoom,Software Development Tools,Yokohama,2022-07-24,4,280.93,7,2022
410,411,14,3,ClassCast,Educational Tools,Yokohama,2022-07-25,2,39.65,7,2022
411,412,3,3,AlgoCraft,Creative & Design Tools,Yokohama,2022-07-25,9,90.41,7,2022
412,413,19,3,MethodMingle,Educational Tools,Yokohama,2022-07-26,4,374.62,7,2022
413,414,87,1,DevDynamo Plus,Software Development Tools,Tokyo,2022-07-26,9,437.06,7,2022
414,415,51,2,FlowFusion,Technology & Gadgets,Osaka,2022-07-27,6,362.33,7,2022
415,416,93,3,DataDream Pro,Data Analysis & Management,Yokohama,2022-07-27,5,332.71,7,2022
416,417,22,1,EchoEngine,Technology & Gadgets,Tokyo,2022-07-28,8,487.51,7,2022
417,418,3,2,AlgoCraft,Creative & Design Tools,Osaka,2022-07-28,3,343.25,7,2022
418,419,49,2,StringSage,Software Development Tools,Osaka,2022-07-29,5,366.24,7,2022
419,420,93,2,DataDream Pro,Data Analysis & Management,Osaka,2022-07-29,1,421.72,7,2022
420,421,61,1,ScriptSage,Software Development Tools,Tokyo,2022-07-30,4,370.24,7,2022
421,422,20,2,VarVoyage,Educational Tools,Osaka,2022-07-30,1,261.83,7,2022
422,423,100,2,LogicLyric,Software Development Tools,Osaka,2022-07-31,2,398.46,7,2022
423,424,36,2,ModuleMajesty,Technology & Gadgets,Osaka,2022-07-31,5,203.8,7,2022
424,425,12,3,BitBard,Software Development Tools,Yokohama,2022-08-01,2,319.41,8,2022
425,426,39,2,BitBreeze,Creative & Design Tools,Osaka,2022-08-01,3,300.21,8,2022
426,427,15,1,LoopLark,Creative & Design Tools,Tokyo,2022-08-02,3,390.15,8,2022
427,428,100,2,LogicLyric,Software Development Tools,Osaka,2022-08-02,7,319.89,8,2022
428,429,69,2,BitBard Plus,Software Development Tools,Osaka,2022-08-03,9,131.18,8,2022
429,430,14,2,ClassCast,Educational Tools,Osaka,2022-08-03,2,98.73,8,2022
430,431,98,1,CodeCruise Plus,Software Development Tools,Tokyo,2022-08-04,6,414.15,8,2022
431,432,67,2,EchoEssence,Technology & Gadgets,Osaka,2022-08-04,2,468.8,8,2022
432,433,36,1,ModuleMajesty,Technology & Gadgets,Tokyo,2022-08-05,4,172.73,8,2022
433,434,54,1,CircuitCanvas,Creative & Design Tools,Tokyo,2022-08-05,7,442.18,8,2022
434,435,98,3,CodeCruise Plus,Software Development Tools,Yokohama,2022-08-06,8,145.36,8,2022
435,436,63,3,ClassCraft,Educational Tools,Yokohama,2022-08-06,8,56.58,8,2022
436,437,78,3,AlgoAir,Technology & Gadgets,Yokohama,2022-08-06,8,163.89,8,2022
437,438,55,2,VarVenture,Educational Tools,Osaka,2022-08-07,1,274.02,8,2022
438,439,54,3,CircuitCanvas,Creative & Design Tools,Yokohama,2022-08-08,2,161.94,8,2022
439,440,32,3,CodeCruise,Software Development Tools,Yokohama,2022-08-08,3,244.35,8,2022
440,441,9,1,DevDive,Software Development Tools,Tokyo,2022-08-09,1,381.94,8,2022
441,442,1,2,CodeNest IDE,Software Development Tools,Osaka,2022-08-09,1,427.75,8,2022
442,443,39,1,BitBreeze,Creative & Design Tools,Tokyo,2022-08-10,1,115.87,8,2022
443,444,56,3,LambdaLyric,Educational Tools,Yokohama,2022-08-10,9,425.1,8,2022
444,445,33,3,BinaryBard,Software Development Tools,Yokohama,2022-08-10,9,267.65,8,2022
445,446,79,3,ClassCruise,Educational Tools,Yokohama,2022-08-10,6,237.57,8,2022
446,447,75,1,VarVoyager,Educational Tools,Tokyo,2022-08-10,2,368.99,8,2022
447,448,59,1,AlgoAurora,Creative & Design Tools,Tokyo,2022-08-11,2,114.84,8,2022
448,449,95,3,LambdaLegend,Educational Tools,Yokohama,2022-08-11,7,169.37,8,2022
449,450,13,1,ModuleMuse,Creative & Design Tools,Tokyo,2022-08-12,8,25.16,8,2022
450,451,81,2,EchoEngine Pro,Technology & Gadgets,Osaka,2022-08-12,4,254.3,8,2022
451,452,99,3,PixelPioneer Pro,Creative & Design Tools,Yokohama,2022-08-12,1,119.4,8,2022
452,453,67,2,EchoEssence,Technology & Gadgets,Osaka,2022-08-13,4,311.8,8,2022
453,454,77,1,PixelPilot Plus,Creative & Design Tools,Tokyo,2022-08-13,8,187.92,8,2022
454,455,61,3,ScriptSage,Software Development Tools,Yokohama,2022-08-13,6,498.57,8,2022
455,456,64,1,LogicLark,Software Development Tools,Tokyo,2022-08-13,4,18.79,8,2022
456,457,22,3,EchoEngine,Technology & Gadgets,Yokohama,2022-08-13,4,162.83,8,2022
457,458,59,2,AlgoAurora,Creative & Design Tools,Osaka,2022-08-14,1,177.48,8,2022
458,459,90,2,ModuleMagic,Technology & Gadgets,Osaka,2022-08-14,3,84.28,8,2022
459,460,33,2,BinaryBard,Software Development Tools,Osaka,2022-08-15,4,230.73,8,2022
460,461,62,3,MethodMingle Pro,Educational Tools,Yokohama,2022-08-15,3,177.47,8,2022
461,462,5,3,SyntaxSage,Software Development Tools,Yokohama,2022-08-15,3,383.33,8,2022
462,463,100,2,LogicLyric,Software Development Tools,Osaka,2022-08-15,3,466.1,8,2022
463,464,11,3,FunctionFusion,Software Development Tools,Yokohama,2022-08-16,5,366.11,8,2022
464,465,46,2,AlgoAtlas,Data Analysis & Management,Osaka,2022-08-16,4,459.23,8,2022
465,466,62,2,MethodMingle Pro,Educational Tools,Osaka,2022-08-17,9,421.43,8,2022
466,467,46,2,AlgoAtlas,Data Analysis & Management,Osaka,2022-08-17,3,314.8,8,2022
467,468,51,1,FlowFusion,Technology & Gadgets,Tokyo,2022-08-17,9,238.64,8,2022
468,469,31,1,BitBliss,Creative & Design Tools,Tokyo,2022-08-17,6,220.3,8,2022
469,470,62,1,MethodMingle Pro,Educational Tools,Tokyo,2022-08-17,9,439.86,8,2022
470,471,1,2,CodeNest IDE,Software Development Tools,Osaka,2022-08-18,1,127.19,8,2022
471,472,39,3,BitBreeze,Creative & Design Tools,Yokohama,2022-08-18,1,78.05,8,2022
472,473,51,3,FlowFusion,Technology & Gadgets,Yokohama,2022-08-18,9,405.93,8,2022
473,474,14,2,ClassCast,Educational Tools,Osaka,2022-08-18,9,428.57,8,2022
474,475,32,3,CodeCruise,Software Development Tools,Yokohama,2022-08-19,5,140.42,8,2022
475,476,53,1,BinaryBlaze,Technology & Gadgets,Tokyo,2022-08-19,1,206.46,8,2022
476,477,56,1,LambdaLyric,Educational Tools,Tokyo,2022-08-19,4,235.4,8,2022
477,478,1,3,CodeNest IDE,Software Development Tools,Yokohama,2022-08-19,2,155.4,8,2022
478,479,28,1,FunctionFleet,Software Development Tools,Tokyo,2022-08-20,2,279.16,8,2022
479,480,85,3,CircuitCraft,Creative & Design Tools,Yokohama,2022-08-21,6,253.66,8,2022
480,481,66,2,ModuleMuse Pro,Creative & Design Tools,Osaka,2022-08-21,3,320.87,8,2022
481,482,87,1,DevDynamo Plus,Software Development Tools,Tokyo,2022-08-21,8,206.64,8,2022
482,483,57,3,ByteBliss,Creative & Design Tools,Yokohama,2022-08-21,1,16.03,8,2022
483,484,3,2,AlgoCraft,Creative & Design Tools,Osaka,2022-08-21,4,149.79,8,2022
484,485,24,3,CodeCanvas,Software Development Tools,Yokohama,2022-08-22,4,316.83,8,2022
485,486,75,2,VarVoyager,Educational Tools,Osaka,2022-08-22,4,201.04,8,2022
486,487,18,1,PixelPulse,Creative & Design Tools,Tokyo,2022-08-23,7,72.45,8,2022
487,488,6,1,PixelPilot,Creative & Design Tools,Tokyo,2022-08-23,8,241.76,8,2022
488,489,47,2,PixelPulse Pro,Creative & Design Tools,Osaka,2022-08-23,1,184.43,8,2022
489,490,40,1,LambdaLark,Educational Tools,Tokyo,2022-08-24,1,295.28,8,2022
490,491,23,1,BinaryBloom,Creative & Design Tools,Tokyo,2022-08-25,4,242.4,8,2022
491,492,70,1,CodeCove,Software Development Tools,Tokyo,2022-08-26,4,120.91,8,2022
492,493,10,3,CircuitScribe,Creative & Design Tools,Yokohama,2022-08-26,7,23.32,8,2022
493,494,15,3,LoopLark,Creative & Design Tools,Yokohama,2022-08-26,6,299.24,8,2022
494,495,94,3,SyntaxStar Plus,Software Development Tools,Yokohama,2022-08-26,5,108.32,8,2022
495,496,47,3,PixelPulse Pro,Creative & Design Tools,Yokohama,2022-08-26,3,290.19,8,2022
496,497,16,1,StringScribe,Software Development Tools,Tokyo,2022-08-26,7,363.12,8,2022
497,498,35,3,StringStream,Software Development Tools,Yokohama,2022-08-27,2,124.98,8,2022
498,499,94,1,SyntaxStar Plus,Software Development Tools,Tokyo,2022-08-27,4,152.39,8,2022
499,500,9,1,DevDive,Software Development Tools,Tokyo,2022-08-27,2,243.22,8,2022
500,501,68,1,FunctionFusion Pro,Software Development Tools,Tokyo,2022-08-27,3,135.1,8,2022
501,502,23,1,BinaryBloom,Creative & Design Tools,Tokyo,2022-08-27,5,103.8,8,2022
502,503,70,2,CodeCove,Software Development Tools,Osaka,2022-08-27,7,481.53,8,2022
503,504,79,2,ClassCruise,Educational Tools,Osaka,2022-08-27,8,435.59,8,2022
504,505,70,1,CodeCove,Software Development Tools,Tokyo,2022-08-28,5,175.05,8,2022
505,506,24,2,CodeCanvas,Software Development Tools,Osaka,2022-08-28,3,290.94,8,2022
506,507,37,1,DataDream,Data Analysis & Management,Tokyo,2022-08-29,4,80.47,8,2022
507,508,56,1,LambdaLyric,Educational Tools,Tokyo,2022-08-29,6,362.35,8,2022
508,509,51,3,FlowFusion,Technology & Gadgets,Yokohama,2022-08-30,3,233.43,8,2022
509,510,96,1,FunctionFleet Pro,Software Development Tools,Tokyo,2022-08-30,9,158.57,8,2022
510,511,6,2,PixelPilot,Creative & Design Tools,Osaka,2022-08-30,3,133.63,8,2022
511,512,57,3,ByteBliss,Creative & Design Tools,Yokohama,2022-08-30,9,425.16,8,2022
512,513,17,2,DataDrift,Data Analysis & Management,Osaka,2022-08-30,3,202.01,8,2022
513,514,88,1,VarVista Pro,Educational Tools,Tokyo,2022-09-01,9,152.09,9,2022
514,515,34,1,LoopLuxe,Creative & Design Tools,Tokyo,2022-09-02,4,252.39,9,2022
515,516,73,2,DevDrift,Software Development Tools,Osaka,2022-09-02,9,28.61,9,2022
516,517,36,2,ModuleMajesty,Technology & Gadgets,Osaka,2022-09-02,6,112.34,9,2022
517,518,89,2,StringStream Pro,Software Development Tools,Osaka,2022-09-02,2,212.21,9,2022
518,519,88,1,VarVista Pro,Educational Tools,Tokyo,2022-09-03,9,39.14,9,2022
519,520,98,3,CodeCruise Plus,Software Development Tools,Yokohama,2022-09-04,3,480.48,9,2022
520,521,54,3,CircuitCanvas,Creative & Design Tools,Yokohama,2022-09-04,4,454.4,9,2022
521,522,62,1,MethodMingle Pro,Educational Tools,Tokyo,2022-09-05,5,440.05,9,2022
522,523,5,1,SyntaxSage,Software Development Tools,Tokyo,2022-09-05,8,105.85,9,2022
523,524,17,1,DataDrift,Data Analysis & Management,Tokyo,2022-09-06,6,64.85,9,2022
524,525,100,2,LogicLyric,Software Development Tools,Osaka,2022-09-06,3,397.94,9,2022
525,526,72,3,ByteBard,Software Development Tools,Yokohama,2022-09-06,3,314.25,9,2022
526,527,47,1,PixelPulse Pro,Creative & Design Tools,Tokyo,2022-09-07,5,241.72,9,2022
527,528,41,1,CodeCraft,Software Development Tools,Tokyo,2022-09-07,7,14.94,9,2022
528,529,12,1,BitBard,Software Development Tools,Tokyo,2022-09-08,7,154.89,9,2022
529,530,72,3,ByteBard,Software Development Tools,Yokohama,2022-09-08,2,362.7,9,2022
530,531,27,1,ScriptSeeker,Software Development Tools,Tokyo,2022-09-08,2,426.83,9,2022
531,532,71,3,StringStar,Software Development Tools,Yokohama,2022-09-08,5,369.67,9,2022
532,533,88,2,VarVista Pro,Educational Tools,Osaka,2022-09-08,8,302.03,9,2022
533,534,25,2,LogicLantern,Software Development Tools,Osaka,2022-09-09,6,87.92,9,2022
534,535,60,3,LoopLantern,Creative & Design Tools,Yokohama,2022-09-09,4,384.71,9,2022
535,536,73,1,DevDrift,Software Development Tools,Tokyo,2022-09-09,1,213.09,9,2022
536,537,55,2,VarVenture,Educational Tools,Osaka,2022-09-09,7,194.72,9,2022
537,538,63,3,ClassCraft,Educational Tools,Yokohama,2022-09-10,5,358.33,9,2022
538,539,62,2,MethodMingle Pro,Educational Tools,Osaka,2022-09-11,5,450.73,9,2022
539,540,18,2,PixelPulse,Creative & Design Tools,Osaka,2022-09-11,8,382.03,9,2022
540,541,84,2,MethodMajesty Pro,Educational Tools,Osaka,2022-09-11,9,395.51,9,2022
541,542,52,2,CodeComet,Software Development Tools,Osaka,2022-09-11,7,148.39,9,2022
542,543,4,1,ByteBreeze,Creative & Design Tools,Tokyo,2022-09-11,5,56.08,9,2022
543,544,60,3,LoopLantern,Creative & Design Tools,Yokohama,2022-09-12,5,415.09,9,2022
544,545,88,2,VarVista Pro,Educational Tools,Osaka,2022-09-12,7,161.33,9,2022
545,546,66,2,ModuleMuse Pro,Creative & Design Tools,Osaka,2022-09-13,2,51.35,9,2022
546,547,3,1,AlgoCraft,Creative & Design Tools,Tokyo,2022-09-13,2,120.2,9,2022
547,548,2,3,ScriptSprint,Software Development Tools,Yokohama,2022-09-14,9,194.88,9,2022
548,549,99,2,PixelPioneer Pro,Creative & Design Tools,Osaka,2022-09-14,9,146.44,9,2022
549,550,79,1,ClassCruise,Educational Tools,Tokyo,2022-09-14,2,377.86,9,2022
550,551,5,3,SyntaxSage,Software Development Tools,Yokohama,2022-09-14,4,286.67,9,2022
551,552,38,1,CircuitCruise,Technology & Gadgets,Tokyo,2022-09-15,7,11.43,9,2022
552,553,6,1,PixelPilot,Creative & Design Tools,Tokyo,2022-09-15,5,193.65,9,2022
553,554,69,1,BitBard Plus,Software Development Tools,Tokyo,2022-09-15,5,82.06,9,2022
554,555,95,3,LambdaLegend,Educational Tools,Yokohama,2022-09-16,6,291.64,9,2022
555,556,97,1,AlgoAria Pro,Technology & Gadgets,Tokyo,2022-09-16,9,476.71,9,2022
556,557,95,1,LambdaLegend,Educational Tools,Tokyo,2022-09-16,6,332.82,9,2022
557,558,76,2,BinaryBard Pro,Software Development Tools,Osaka,2022-09-17,8,338.76,9,2022
558,559,45,2,EchoElite,Technology & Gadgets,Osaka,2022-09-17,2,488.95,9,2022
559,560,86,1,CodeCatalyst,Software Development Tools,Tokyo,2022-09-18,6,164.31,9,2022
560,561,30,1,SyntaxSail,Software Development Tools,Tokyo,2022-09-18,7,306.7,9,2022
561,562,23,1,BinaryBloom,Creative & Design Tools,Tokyo,2022-09-18,8,295.8,9,2022
562,563,12,1,BitBard,Software Development Tools,Tokyo,2022-09-19,5,143.07,9,2022
563,564,53,1,BinaryBlaze,Technology & Gadgets,Tokyo,2022-09-20,2,255.74,9,2022
564,565,32,1,CodeCruise,Software Development Tools,Tokyo,2022-09-20,6,25.98,9,2022
565,566,8,3,FlowForge,Technology & Gadgets,Yokohama,2022-09-20,2,352.66,9,2022
566,567,66,2,ModuleMuse Pro,Creative & Design Tools,Osaka,2022-09-21,2,437.35,9,2022
567,568,62,2,MethodMingle Pro,Educational Tools,Osaka,2022-09-21,3,199.3,9,2022
568,569,47,1,PixelPulse Pro,Creative & Design Tools,Tokyo,2022-09-22,8,22.0,9,2022
569,570,79,2,ClassCruise,Educational Tools,Osaka,2022-09-22,5,263.23,9,2022
570,571,87,1,DevDynamo Plus,Software Development Tools,Tokyo,2022-09-23,7,331.09,9,2022
571,572,73,3,DevDrift,Software Development Tools,Yokohama,2022-09-23,9,39.26,9,2022
572,573,55,2,VarVenture,Educational Tools,Osaka,2022-09-23,1,153.33,9,2022
573,574,67,2,EchoEssence,Technology & Gadgets,Osaka,2022-09-23,9,319.76,9,2022
574,575,61,1,ScriptSage,Software Development Tools,Tokyo,2022-09-24,8,112.78,9,2022
575,576,43,3,VarVista,Educational Tools,Yokohama,2022-09-24,7,203.76,9,2022
576,577,81,2,EchoEngine Pro,Technology & Gadgets,Osaka,2022-09-24,6,84.64,9,2022
577,578,32,3,CodeCruise,Software Development Tools,Yokohama,2022-09-24,6,320.12,9,2022
